GEOID,car_access,transit_access,bike_access,walk_access,transit_car_ratio,bike_car_ratio,walk_car_ratio
48453000306,843155,5969,114863,11394,0.0070793626320190236,0.13622999329897825,0.013513529540831758
48453001910,820273,12711,46743,14619,0.015496060457920716,0.05698468680549037,0.017822115320143415
48453002430,656136,578,8362,986,8.809149322701391e-4,0.012744309106648621,0.001502737237402002
48453002202,633483,984,1512,987,0.0015533171371607446,0.0023868043814909003,0.0015580528601398932
48453000402,846467,24429,196690,36002,0.028859955556448155,0.23236582170362224,0.04253207744661044
48209010910,467688,3187,3257,3188,0.006814371974478713,0.006964044405672157,0.00681651015206719
48453001769,651572,1121,1924,1121,0.0017204545315022744,0.0029528586249869546,0.0017204545315022744
48453001826,796956,2269,42353,4859,0.0028470831513910427,0.053143460868605046,0.0060969488905284605
48491021202,150946,601,1683,919,0.003981556318153512,0.011149682667973978,0.006088269977342891
48491020115,271874,863,5067,864,0.0031742645490190308,0.018637309930335376,0.0031779427234674886
48453002207,580303,569,569,569,9.805222444136943e-4,9.805222444136943e-4,9.805222444136943e-4
48491020808,152375,1204,1373,1212,0.007901558654634946,0.009010664479081214,0.007954060705496308
48453001718,830140,5780,38153,10165,0.00696268099356735,0.04595971763798877,0.012244922543185486
48453001705,792891,2603,21092,4776,0.003282922873383605,0.026601386571420284,0.006023526562919746
48453001303,829412,14412,200293,46017,0.017376165283357368,0.24148794567717854,0.05548147362227698
48453001604,834584,1076,130747,3704,0.001289265070981471,0.1566612827468535,0.004438139240627666
48453000803,852784,26442,227684,58166,0.031006679299799247,0.2669890617084748,0.06820718962832323
48453001901,770968,4601,120811,8887,0.005967822270185014,0.1567004077990267,0.011527067271274553
48453001918,734922,7174,17914,7252,0.009761580140477493,0.02437537589023053,0.009867713852626537
48491020105,130738,524,820,524,0.004008016032064128,0.0062720861570469185,0.004008016032064128
48453001784,278939,3472,3457,3475,0.012447165867806222,0.012393390669644618,0.012457920907438544
48453001606,847320,4163,119853,13923,0.00491313789359392,0.14144951140065146,0.016431808525704573
48491020509,505761,856,6852,859,0.0016924990262198944,0.013547901083713454,0.0016984306816856182
48453000902,805076,12330,184684,28668,0.01531532426752257,0.22939946042361217,0.03560906051105734
48491020311,711547,5035,16547,5923,0.007076131302640585,0.023254964183673038,0.008324116326820294
48453001733,355859,860,958,861,0.002416687508254674,0.0026920774801255554,0.0024194976100084583
48209010804,32113,1968,1968,1968,0.06128359231463893,0.06128359231463893,0.06128359231463893
48209010905,16106,1013,1013,1072,0.06289581522414008,0.06289581522414008,0.0665590463181423
48491020708,615050,1346,2933,2144,0.0021884399642305504,0.0047687179904072835,0.003485895455654012
48491020317,607582,4797,7332,5123,0.007895230602618247,0.012067506937335208,0.008431783693394472
48453002424,650932,1002,17895,2352,0.001539331297278364,0.027491350863070182,0.003613280649898914
48453002428,517678,1833,1841,1833,0.003540811083337519,0.003556264705086946,0.003540811083337519
48491021505,581592,1411,7369,2443,0.0024260993961402496,0.012670394365809709,0.004200539209617739
48209010807,6735,1215,1215,1216,0.18040089086859687,0.18040089086859687,0.18054936896807722
48453001779,22102,620,622,620,0.02805176002171749,0.028142249570174645,0.02805176002171749
